Gene	log10_ci_low	log10_ci_high	log10_map	group	group2
GRIN3A	-2.3456366	-1.3166992	-1.68780911	Autosome	Autosome
GRIN3B	-5.92024142	-1.57782222	-2.16240136	Autosome	Autosome
GRINA	-1.79830691	-0.57186575	-1.23695649	Autosome	Autosome
GRIP1	-1.62925009	-0.96799313	-1.31261863	Autosome	Autosome
GRK1	-1.24341515	-0.08602437	-0.60895762	Autosome	Autosome
GRK4	-5.93822192	-1.73523608	-2.43947029	Autosome	Autosome
GRK5	-1.66609278	-0.70503955	-1.20360774	Autosome	Autosome
GRK6	-1.98144514	-1.02075048	-1.45510711	Autosome	Autosome
GRK7	-6.22816005	-2.39765488	-3.97886596	Autosome	Autosome
GRM1	-1.67337989	-0.8978984	-1.31333491	Autosome	Autosome
GRM2	-1.7738879	-0.75370195	-1.2720795	Autosome	Autosome
GRM3	-1.33061028	-0.27050712	-0.78138226	Autosome	Autosome
GRM4	-1.58269462	-0.67129173	-1.17036739	Autosome	Autosome
GRM5	-1.00177072	-0.06610721	-0.43927276	Autosome	Autosome
GRM6	-6.06876189	-2.13254307	-3.34005661	Autosome	Autosome
GRM7	-1.5875302	-0.67145083	-1.16413969	Autosome	Autosome
GRM8	-2.16003141	-1.35611749	-1.66323067	Autosome	Autosome
GRN	-1.69973593	-0.72030404	-1.24535109	Autosome	Autosome
GRP	-6.18561064	-0.72975123	-1.66793588	Autosome	Autosome
GRPEL1	-6.0316298	-1.40886791	-2.0032841	Autosome	Autosome
GRPEL2	-6.05339018	-1.68509437	-2.44193382	Autosome	Autosome
GRSF1	-5.81377477	-1.50840139	-2.18642315	Autosome	Autosome
GRTP1	-6.16948824	-2.09342091	-3.10779076	Autosome	Autosome
GRWD1	-6.03287672	-1.66783583	-2.37689139	Autosome	Autosome
GRXCR1	-6.0044051	-1.65301065	-2.41035667	Autosome	Autosome
GRXCR2	-6.1034137	-1.86359488	-2.81665558	Autosome	Autosome
GSAP	-6.04828434	-2.08025538	-3.12125063	Autosome	Autosome
GSC	-4.07805938	-0.00329159	-0.84843907	Autosome	Autosome
GSDMA	-6.13445018	-2.14260151	-3.32968617	Autosome	Autosome
GSDMC	-6.12339396	-2.06740886	-2.94512204	Autosome	Autosome
GSDMD	-6.14024837	-2.07232464	-3.07581776	Autosome	Autosome
GSE1	-1.18374308	-0.22934383	-0.71478051	Autosome	Autosome
GSG1	-6.15742375	-2.6722582	-4.96751113	Autosome	Autosome
GSG1L	-1.86864916	-0.32922122	-1.14161532	Autosome	Autosome
GSG2	-6.10178859	-2.03307015	-3.03154535	Autosome	Autosome
GSK3A	-1.14561638	-0.07953734	-0.59198611	Autosome	Autosome
GSK3B	-1.50497091	-0.48571485	-1.02285221	Autosome	Autosome
GSKIP	-4.79001129	-0.00390739	-0.89265119	Autosome	Autosome
GSN	-6.09294173	-2.11625128	-3.40704588	Autosome	Autosome
GSPT1	-1.16420659	-0.07980247	-0.58314009	Autosome	Autosome
GSR	-5.94314481	-1.63578928	-2.21834668	Autosome	Autosome
GSS	-5.77824416	-1.62298086	-2.21211973	Autosome	Autosome
GSTA1	-6.05323651	-1.32500449	-1.89763242	Autosome	Autosome
GSTA2	-6.19894998	-2.30032103	-3.55851492	Autosome	Autosome
GSTA3	-5.53763087	-0.63806491	-1.49991627	Autosome	Autosome
GSTA4	-1.54557403	-0.0870691	-0.7034541	Autosome	Autosome
GSTA5	-6.09078992	-2.21170691	-3.1419002	Autosome	Autosome
GSTCD	-4.14514738	-1.19491729	-1.78081535	Autosome	Autosome
GSTK1	-6.09728425	-2.05719444	-3.53829845	Autosome	Autosome
GSTM2	-6.19552144	-2.32147186	-3.58373938	Autosome	Autosome
GSTM3	-6.04954548	-1.68368837	-2.49094865	Autosome	Autosome
GSTM4	-6.1415541	-2.35271573	-3.52289939	Autosome	Autosome
GSTM5	-6.1451662	-2.20126541	-4.10701734	Autosome	Autosome
GSTO1	-6.08902641	-1.51980483	-2.13790158	Autosome	Autosome
GSTO2	-6.11994014	-2.08487735	-3.48824918	Autosome	Autosome
GSTP1	-5.57142514	-0.62962915	-1.50582203	Autosome	Autosome
GSTT1	-6.20708422	-2.28066088	-3.77102982	Autosome	Autosome
GSTT2B	-5.82960581	-0.09762042	-1.0564443	Autosome	Autosome
GSTZ1	-6.15053159	-2.07524165	-3.22832756	Autosome	Autosome
GSX1	-5.08698771	-0.00494916	-0.89903933	Autosome	Autosome
GSX2	-4.33952802	-0.01024697	-0.86877259	Autosome	Autosome
GTDC1	-6.07795507	-2.07580587	-3.01685176	Autosome	Autosome
GTF2A1	-1.29081995	-0.09156232	-0.6270348	Autosome	Autosome
GTF2A1L	-6.12916849	-2.17077892	-3.20458023	Autosome	Autosome
GTF2A2	-6.16791377	-1.65965131	-2.73206507	Autosome	Autosome
GTF2B	-1.97196193	-0.78227709	-1.3570449	Autosome	Autosome
GTF2E1	-1.57772148	-0.32897327	-0.98954298	Autosome	Autosome
GTF2E2	-2.52462176	-0.99982029	-1.56286311	Autosome	Autosome
GTF2F1	-6.18489344	-2.54410456	-3.86391512	Autosome	Autosome
GTF2F2	-1.78534735	-0.56670223	-1.20130574	Autosome	Autosome
GTF2H1	-1.50603528	-0.48549362	-1.02764415	Autosome	Autosome
GTF2H2	-5.74143374	-0.07582708	-1.03354452	Autosome	Autosome
GTF2H3	-6.07390855	-1.89297872	-3.08240496	Autosome	Autosome
GTF2H4	-2.66195672	-1.12736496	-1.64003481	Autosome	Autosome
GTF2H5	-6.19553642	-2.22797431	-4.07165322	Autosome	Autosome
GTF2I	-1.37386685	-0.28381182	-0.87678848	Autosome	Autosome
GTF2IRD1	-1.49795069	-0.72404144	-1.1214902	Autosome	Autosome
GTF2IRD2	-6.15361202	-2.06805503	-2.9884493	Autosome	Autosome
GTF2IRD2B	-3.38431919	-0.41162603	-1.38284889	Autosome	Autosome
GTF3A	-6.12620813	-1.88288911	-2.91489352	Autosome	Autosome
GTF3C1	-1.10268307	-0.38946699	-0.77384498	Autosome	Autosome
GTF3C2	-1.13458632	-0.3108846	-0.71925152	Autosome	Autosome
GTF3C3	-2.96069038	-1.31330223	-1.84191003	Autosome	Autosome
GTF3C4	-1.61848999	-0.52331115	-1.14546253	Autosome	Autosome
GTF3C5	-3.98736811	-1.09129063	-1.75511064	Autosome	Autosome
GTF3C6	-6.01547859	-1.38025951	-1.95699839	Autosome	Autosome
GTPBP1	-1.41091714	-0.29207313	-0.86251378	Autosome	Autosome
GTPBP10	-6.04803194	-1.76316223	-2.77043132	Autosome	Autosome
GTPBP2	-1.68101191	-0.82536484	-1.25431127	Autosome	Autosome
GTPBP3	-4.77520584	-0.9933479	-1.65892905	Autosome	Autosome
GTPBP4	-0.99615174	-0.06305433	-0.4263656	Autosome	Autosome
GTPBP8	-6.08781352	-1.68364461	-2.32717614	Autosome	Autosome
GTSE1	-5.53542376	-1.35123927	-1.92600967	Autosome	Autosome
GTSF1	-5.34038541	-0.83069373	-1.59397587	Autosome	Autosome
GTSF1L	-6.22109106	-2.22041766	-3.99606499	Autosome	Autosome
GUCA1A	-6.11249496	-1.5578347	-2.41341498	Autosome	Autosome
GUCA1B	-6.06340008	-2.00302225	-3.07687369	Autosome	Autosome
GUCA2A	-5.81660151	-0.10457539	-1.03504118	Autosome	Autosome
GUCA2B	-5.52116209	-0.01713946	-0.94816816	Autosome	Autosome
GUCD1	-5.81351044	-0.97650715	-1.6907052	Autosome	Autosome
GUCY1A2	-2.09543637	-1.15430546	-1.55692289	Autosome	Autosome
GUCY1A3	-4.72791972	-1.18664419	-1.85842043	Autosome	Autosome
GUCY1B3	-2.15739958	-1.10564344	-1.54678286	Autosome	Autosome
GUCY2C	-5.79289064	-1.75015638	-2.47899182	Autosome	Autosome
GUCY2D	-5.16001647	-1.31713844	-2.02387463	Autosome	Autosome
GUF1	-6.12556334	-2.20151494	-3.57220485	Autosome	Autosome
GUK1	-5.61133517	-0.6511877	-1.5275186	Autosome	Autosome
GULP1	-1.44050361	-0.09432404	-0.7049511	Autosome	Autosome
GUSB	-6.11660828	-2.18030903	-3.66435461	Autosome	Autosome
GXYLT1	-2.35114661	-1.01572021	-1.54654324	Autosome	Autosome
GXYLT2	-6.00383348	-1.68632165	-2.29014505	Autosome	Autosome
GYG1	-6.11188691	-1.94303171	-2.77822032	Autosome	Autosome
GYLTL1B	-5.84657183	-1.6398531	-2.21029749	Autosome	Autosome
GYPA	-6.10976696	-1.70875525	-2.72448401	Autosome	Autosome
GYPB	-6.11859261	-1.12130192	-1.97169315	Autosome	Autosome
GYPC	-6.20699515	-2.28253349	-4.80211488	Autosome	Autosome
GYPE	-6.07550259	-1.50022132	-2.46387728	Autosome	Autosome
GYS1	-1.96538194	-1.19868567	-1.54116055	Autosome	Autosome
GYS2	-6.04323581	-2.04550922	-3.20008019	Autosome	Autosome
GZF1	-4.44878735	-1.05115424	-1.68431252	Autosome	Autosome
GZMA	-6.09918379	-1.58854232	-2.34598472	Autosome	Autosome
GZMB	-6.20543355	-2.31073167	-3.7624064	Autosome	Autosome
GZMH	-6.21698721	-2.07456602	-3.54208843	Autosome	Autosome
GZMK	-1.50396669	-0.09271711	-0.70908626	Autosome	Autosome
GZMM	-5.92369855	-0.52213377	-1.45164859	Autosome	Autosome
H1F0	-5.89090761	-0.1437895	-1.08172402	Autosome	Autosome
H1FOO	-6.04792523	-1.06576119	-1.7953295	Autosome	Autosome
H1FX	-5.75739581	-0.07198477	-1.01662145	Autosome	Autosome
H2AFJ	-5.88706245	-0.12344704	-1.04167008	Autosome	Autosome
H2AFV	-5.35136833	-0.00469062	-0.95511806	Autosome	Autosome
H2AFX	-6.035817	-0.21193759	-1.10756693	Autosome	Autosome
H2AFY	-1.58442905	-0.08335066	-0.71501013	Autosome	Autosome
H2AFY2	-1.3826242	-0.09441425	-0.72982202	Autosome	Autosome
H2AFZ	-4.6777805	-0.00672855	-0.88608518	Autosome	Autosome
H3F3A	-6.07536603	-1.09333177	-1.81164633	Autosome	Autosome
H3F3B	-5.49211843	-0.00909552	-0.95303615	Autosome	Autosome
H6PD	-6.04607278	-1.85916715	-2.68022602	Autosome	Autosome
HAAO	-6.03782498	-1.78434714	-2.59522046	Autosome	Autosome
HABP2	-6.14759271	-2.5728976	-3.76774067	Autosome	Autosome
HABP4	-2.04079733	-0.77840751	-1.38002388	Autosome	Autosome
HACE1	-1.72376956	-1.02337596	-1.37409831	Autosome	Autosome
HACL1	-6.18106802	-2.22192524	-3.8369419	Autosome	Autosome
HADH	-5.66018977	-1.18388987	-1.80198028	Autosome	Autosome
HADHA	-5.78785682	-1.53058119	-2.2223249	Autosome	Autosome
HADHB	-5.95156598	-1.76975327	-2.4878558	Autosome	Autosome
HAGH	-5.95701934	-1.30325448	-1.89618049	Autosome	Autosome
HAGHL	-5.67509311	-0.32720578	-1.34674453	Autosome	Autosome
HAL	-6.02491219	-2.13303663	-3.48801504	Autosome	Autosome
HAMP	-6.08801613	-0.81106966	-1.8456102	Autosome	Autosome
HAND1	-5.49238885	-0.02168601	-0.96646464	Autosome	Autosome
HAND2	-5.52571089	-0.02649623	-0.94944135	Autosome	Autosome
HAO1	-6.10251084	-1.92796668	-2.81999157	Autosome	Autosome
HAO2	-6.14257927	-2.16751295	-3.38248339	Autosome	Autosome
HAP1	-6.13677158	-2.1130136	-3.39587096	Autosome	Autosome
HAPLN1	-1.32356261	-0.09428578	-0.67792504	Autosome	Autosome
HAPLN2	-6.04628968	-1.54977173	-2.11968854	Autosome	Autosome
HAPLN3	-6.00330474	-1.54509529	-2.13408379	Autosome	Autosome
HAPLN4	-1.31231622	-0.09777218	-0.6354713	Autosome	Autosome
HARBI1	-6.19109193	-2.22021728	-3.37488427	Autosome	Autosome
HARS	-6.08969088	-2.04437288	-3.0008495	Autosome	Autosome
HARS2	-6.16843123	-2.22204881	-3.50308716	Autosome	Autosome
HAS1	-6.09627742	-1.9079011	-2.78930493	Autosome	Autosome
HAS2	-1.15715241	-0.08034979	-0.51314222	Autosome	Autosome
HAS3	-1.3692656	-0.28430104	-0.86856629	Autosome	Autosome
HAT1	-1.72157696	-0.56232375	-1.16664033	Autosome	Autosome
HAUS1	-6.10933989	-2.0513429	-3.37975432	Autosome	Autosome
HAUS2	-6.03252765	-1.27422681	-1.91724044	Autosome	Autosome
HAUS3	-6.09064513	-1.93422023	-2.87416796	Autosome	Autosome
HAUS4	-2.31708846	-0.75146996	-1.43191185	Autosome	Autosome
HAUS5	-5.18262047	-1.37516182	-2.04290732	Autosome	Autosome
HAUS6	-6.10798406	-2.18627653	-3.4562666	Autosome	Autosome
HAUS8	-6.12498353	-2.02524236	-3.12530558	Autosome	Autosome
HAVCR1	-5.95235022	-1.46539045	-2.05925277	Autosome	Autosome
HAVCR2	-6.17045584	-2.15324909	-3.36447383	Autosome	Autosome
HAX1	-6.10916496	-1.92353392	-3.08452353	Autosome	Autosome
HBA1	-6.25461023	-2.33031107	-4.47996082	Autosome	Autosome
HBD	-6.19499493	-2.39817885	-4.44659193	Autosome	Autosome
HBE1	-5.49831863	-0.00963829	-0.95497781	Autosome	Autosome
HBEGF	-6.07610535	-0.94742869	-1.73280098	Autosome	Autosome
HBG1	-6.01698116	-0.20929194	-1.1228956	Autosome	Autosome
HBG2	-5.7873229	-0.09406777	-1.04025004	Autosome	Autosome
HBP1	-4.14735218	-1.03167139	-1.67646871	Autosome	Autosome
HBS1L	-3.68091915	-1.32265937	-1.84361116	Autosome	Autosome
HBZ	-6.19462478	-1.14667561	-3.23557608	Autosome	Autosome
HCAR1	-4.16306946	-0.01103614	-0.83346087	Autosome	Autosome
HCAR2	-6.01170286	-0.84148577	-1.63726743	Autosome	Autosome
HCAR3	-6.10920243	-0.97451216	-1.75548777	Autosome	Autosome
HCFC1R1	-6.2078182	-2.02590052	-3.78728377	Autosome	Autosome
HCFC2	-1.03728996	-0.06944739	-0.46227589	Autosome	Autosome
HCK	-1.99806699	-1.08147471	-1.49283691	Autosome	Autosome
HCLS1	-6.06828508	-2.16114368	-3.00929644	Autosome	Autosome
HCN1	-1.26574838	-0.25359642	-0.77385813	Autosome	Autosome
HCN2	-1.89544146	-0.56573357	-1.2762645	Autosome	Autosome
HCN3	-5.80979841	-1.55639745	-2.13635607	Autosome	Autosome
HCN4	-1.37408262	-0.28709221	-0.85589808	Autosome	Autosome
HCRT	-6.11813992	-0.25628488	-1.16896295	Autosome	Autosome
HCRTR1	-6.1630327	-2.18225551	-3.45509339	Autosome	Autosome
HCRTR2	-3.73058561	-1.02859725	-1.65645654	Autosome	Autosome
HCST	-5.6982225	-0.05846263	-1.0119264	Autosome	Autosome
HDAC1	-1.54793519	-0.5022129	-1.0709921	Autosome	Autosome
HDAC10	-6.12519515	-2.2344998	-3.57029497	Autosome	Autosome
HDAC11	-2.35502973	-0.89522706	-1.49467524	Autosome	Autosome
HDAC2	-1.13375075	-0.07659547	-0.51494436	Autosome	Autosome
HDAC3	-1.12730027	-0.07339082	-0.47206191	Autosome	Autosome
HDAC4	-0.93621037	-0.0577647	-0.37670347	Autosome	Autosome
HDAC5	-0.95500425	-0.06056486	-0.35836664	Autosome	Autosome
HDAC7	-1.18919113	-0.22524701	-0.69558385	Autosome	Autosome
HDAC9	-1.97998242	-1.34531564	-1.62293117	Autosome	Autosome
HDC	-1.9043717	-1.05296478	-1.47327959	Autosome	Autosome
HDDC2	-6.07538001	-1.77249938	-2.61469059	Autosome	Autosome
HDDC3	-6.21932415	-2.37886859	-4.25926215	Autosome	Autosome
HDGF	-1.51952746	-0.08511075	-0.66899191	Autosome	Autosome
HDGFL1	-2.88945937	-0.00619588	-0.82285924	Autosome	Autosome
HDGFRP2	-1.35829391	-0.27740708	-0.82962684	Autosome	Autosome
HDGFRP3	-1.58962565	-0.07899166	-0.70321064	Autosome	Autosome
HDHD2	-6.22838279	-2.28602979	-3.61673386	Autosome	Autosome
HDHD3	-6.18411601	-2.07897566	-3.9868511	Autosome	Autosome
HDLBP	-1.36603445	-0.54739	-0.95909609	Autosome	Autosome
HEATR1	-0.91266676	-0.14667566	-0.48178282	Autosome	Autosome
HEATR2	-4.74245883	-1.20751916	-1.8814161	Autosome	Autosome
HEATR3	-5.79902667	-1.45536485	-2.02204245	Autosome	Autosome
HEATR4	-6.00986741	-2.03281789	-3.05953394	Autosome	Autosome
HEATR5B	-2.04003021	-1.49344242	-1.73253835	Autosome	Autosome
HEATR6	-5.94569369	-1.92532054	-2.77383657	Autosome	Autosome
HEBP1	-6.13273297	-1.63416244	-2.44552492	Autosome	Autosome
HEBP2	-5.99478293	-1.01023296	-1.74868481	Autosome	Autosome
HECA	-3.71438303	-0.40486075	-1.38772223	Autosome	Autosome
HECTD1	-1.14699431	-0.57236535	-0.88630357	Autosome	Autosome
HECTD2	-1.37424598	-0.42787017	-0.92896728	Autosome	Autosome
HECTD3	-2.02340806	-1.25192607	-1.5737207	Autosome	Autosome
HECTD4	-1.38155954	-0.95323007	-1.18534874	Autosome	Autosome
HECW1	-1.39792326	-0.8058311	-1.11868132	Autosome	Autosome
HECW2	-1.44201585	-0.83959068	-1.15963602	Autosome	Autosome
HEG1	-2.10325232	-1.35205191	-1.63830816	Autosome	Autosome
HELB	-6.00304793	-1.87963096	-2.8984385	Autosome	Autosome
HELLS	-1.43104842	-0.67746592	-1.08283944	Autosome	Autosome
HELQ	-6.07353491	-2.02987801	-3.31810528	Autosome	Autosome
HELT	-6.18302997	-2.30208017	-4.16346124	Autosome	Autosome
HELZ	-0.91325386	-0.1486525	-0.52480617	Autosome	Autosome
HELZ2	-3.45937642	-1.49363716	-2.00871842	Autosome	Autosome
HEMGN	-6.09633101	-2.12232922	-3.1293517	Autosome	Autosome
HEMK1	-5.51543007	-1.2993354	-1.88082163	Autosome	Autosome
HENMT1	-6.1465499	-1.95304112	-3.36525841	Autosome	Autosome
HEPACAM	-1.31216602	-0.09331898	-0.65206549	Autosome	Autosome
HEPACAM2	-6.2098975	-2.29653156	-3.6875456	Autosome	Autosome
HEPHL1	-5.97507132	-2.07161563	-3.3583356	Autosome	Autosome
HERC1	-1.32415935	-0.95966733	-1.13366018	Autosome	Autosome
HERC2	-1.25718452	-0.83555565	-1.05118582	Autosome	Autosome
HERC3	-1.94807228	-1.22576543	-1.5532112	Autosome	Autosome
HERC4	-1.77019767	-1.00944779	-1.36725345	Autosome	Autosome
HERC5	-5.4891997	-1.3947565	-2.09948227	Autosome	Autosome
HERC6	-6.03800934	-2.22530017	-3.3080427	Autosome	Autosome
HERPUD1	-1.25899274	-0.08987011	-0.57316707	Autosome	Autosome
HERPUD2	-1.20516991	-0.08778382	-0.5157339	Autosome	Autosome
HES1	-3.36474214	-0.00734696	-0.8264795	Autosome	Autosome
HES2	-5.66374655	-0.05716324	-0.96853381	Autosome	Autosome
HES3	-5.86119314	-0.11941861	-1.04876266	Autosome	Autosome
HES5	-5.88164247	-0.13858211	-1.02749507	Autosome	Autosome
HES6	-5.73809557	-0.07128085	-1.00696421	Autosome	Autosome
HES7	-5.3789264	-0.00447616	-0.98107243	Autosome	Autosome
HESX1	-5.92865735	-1.13743164	-1.79428233	Autosome	Autosome
HEXA	-6.04915093	-2.07888161	-3.49704568	Autosome	Autosome
HEXB	-5.90159379	-1.72800994	-2.30902242	Autosome	Autosome
HEXDC	-6.07564303	-2.02322172	-2.99084671	Autosome	Autosome
HEXIM1	-1.57802438	-0.08503007	-0.73195499	Autosome	Autosome
HEXIM2	-6.11676906	-1.78386325	-2.76492493	Autosome	Autosome
HEY1	-1.715719	-0.06477294	-0.76676975	Autosome	Autosome
HEY2	-1.47095026	-0.08850596	-0.69555715	Autosome	Autosome
HEYL	-6.08929491	-1.81644315	-2.64423988	Autosome	Autosome
HFE	-5.88390869	-1.43868701	-2.00450872	Autosome	Autosome
HFE2	-5.4712909	-1.09135082	-1.73476872	Autosome	Autosome
HFM1	-5.84069826	-1.87543721	-2.81954698	Autosome	Autosome
HGD	-6.15879727	-2.19972772	-3.24829317	Autosome	Autosome
HGF	-1.21381583	-0.34839101	-0.80755803	Autosome	Autosome
HGFAC	-6.17536774	-2.19139932	-3.79038664	Autosome	Autosome
HGS	-1.80448734	-0.96484636	-1.37763075	Autosome	Autosome
HGSNAT	-5.39038529	-1.48513499	-2.04045774	Autosome	Autosome
HHAT	-5.50786515	-1.40026796	-1.96981451	Autosome	Autosome
HHATL	-5.97239908	-1.84933007	-2.68660859	Autosome	Autosome
HHEX	-1.83167873	-0.04669015	-0.77943325	Autosome	Autosome
HHIP	-1.58607111	-0.51460551	-1.10830835	Autosome	Autosome
HHIPL1	-6.09405871	-1.9383337	-2.67506511	Autosome	Autosome
HHIPL2	-6.15019159	-2.18930797	-3.31151127	Autosome	Autosome
HHLA1	-6.17020566	-2.21751527	-3.51107454	Autosome	Autosome
HHLA2	-6.17602386	-2.56092795	-4.46878597	Autosome	Autosome
HHLA3	-6.24587113	-2.30976964	-4.39501654	Autosome	Autosome
HIAT1	-1.5574425	-0.50445407	-1.06235494	Autosome	Autosome
HIATL1	-2.17223396	-0.90943016	-1.45941303	Autosome	Autosome
HIATL2	-5.56526596	-0.03002135	-0.96898109	Autosome	Autosome
HIBADH	-3.59608057	-0.40559713	-1.38602738	Autosome	Autosome
HIBCH	-5.93535416	-1.63879828	-2.36960671	Autosome	Autosome
HIC1	-1.6015663	-0.07899945	-0.70296076	Autosome	Autosome
HIC2	-1.38738093	-0.09910631	-0.72731442	Autosome	Autosome
HID1	-5.78783337	-1.60270606	-2.18276447	Autosome	Autosome
HIF1A	-1.75785053	-0.9997831	-1.38269771	Autosome	Autosome
HIF1AN	-2.07617198	-0.77092227	-1.38433592	Autosome	Autosome
HIF3A	-2.60284174	-0.99255492	-1.57248339	Autosome	Autosome
HIGD1A	-6.16897593	-1.72687372	-2.54484775	Autosome	Autosome
HIGD1B	-5.98380352	-0.54738855	-1.48014491	Autosome	Autosome
HIGD1C	-6.12799606	-1.47956895	-2.39755701	Autosome	Autosome
HIGD2A	-5.99253462	-0.19005385	-1.14728591	Autosome	Autosome
HILPDA	-6.2368914	-0.41152673	-3.9194266	Autosome	Autosome
HINFP	-1.52518464	-0.49908459	-1.01406192	Autosome	Autosome
HINT1	-6.14728462	-1.54194152	-2.49642387	Autosome	Autosome
HINT2	-6.18119128	-2.22333842	-4.23385335	Autosome	Autosome
HINT3	-6.14102417	-1.8180048	-3.42711341	Autosome	Autosome
HIP1	-6.06104967	-2.37811576	-3.76573118	Autosome	Autosome
HIP1R	-5.93183865	-1.84707508	-2.6406248	Autosome	Autosome
HIPK1	-0.92272884	-0.05671056	-0.42688325	Autosome	Autosome
HIPK2	-1.16674646	-0.21965488	-0.68408593	Autosome	Autosome
HIPK3	-1.58955902	-0.90286991	-1.28193106	Autosome	Autosome
HIPK4	-3.28839099	-0.94543542	-1.60022985	Autosome	Autosome
HIRA	-0.89231764	-0.05102597	-0.38615248	Autosome	Autosome
HIRIP3	-1.64640451	-0.54180821	-1.12588242	Autosome	Autosome
HIST1H1A	-6.23626303	-2.27551602	-4.21190344	Autosome	Autosome
HIST1H1B	-6.00456731	-0.19964411	-1.14785259	Autosome	Autosome
HIST1H1C	-6.07420306	-0.2292365	-1.17727455	Autosome	Autosome
HIST1H1D	-6.15884793	-0.993339	-2.17958762	Autosome	Autosome
HIST1H1E	-6.04931414	-0.21706074	-1.16888219	Autosome	Autosome
HIST1H2AA	-6.2127967	-1.21507423	-2.71775747	Autosome	Autosome
HIST1H2AB	-6.19851931	-1.89897407	-4.47093429	Autosome	Autosome
HIST1H2AC	-5.93857688	-0.16851173	-1.11150865	Autosome	Autosome
HIST1H2AE	-6.16829318	-1.41804899	-3.83997477	Autosome	Autosome
HIST1H2AG	-6.20292913	-1.89541991	-4.19128362	Autosome	Autosome
HIST1H2AI	-6.05666509	-0.21552057	-1.10974466	Autosome	Autosome
HIST1H2AJ	-6.15990506	-1.45212542	-5.00908267	Autosome	Autosome
HIST1H2AK	-6.16731472	-1.29829573	-2.27736017	Autosome	Autosome
HIST1H2AL	-6.12386688	-0.88685693	-1.9353329	Autosome	Autosome
HIST1H2AM	-6.17442037	-1.0477796	-2.07410056	Autosome	Autosome
HIST1H2BB	-6.08529682	-0.24599988	-1.21870301	Autosome	Autosome
HIST1H2BC	-6.05612939	-0.23795378	-1.14972253	Autosome	Autosome
HIST1H2BD	-6.06036411	-0.2384134	-1.20120856	Autosome	Autosome
HIST1H2BF	-6.20754106	-2.06553286	-3.36455393	Autosome	Autosome
HIST1H2BH	-6.20402903	-2.09037143	-4.21839178	Autosome	Autosome
HIST1H2BI	-6.15240561	-0.96534924	-2.25113544	Autosome	Autosome
HIST1H2BJ	-6.03895281	-0.22138672	-1.08620071	Autosome	Autosome
HIST1H2BK	-6.18340883	-1.44741146	-3.93434322	Autosome	Autosome
HIST1H2BM	-6.21154606	-1.91908317	-3.96603387	Autosome	Autosome
HIST1H2BN	-6.05052149	-0.21492055	-1.14177028	Autosome	Autosome
HIST1H2BO	-6.18900809	-2.09204865	-4.34702834	Autosome	Autosome
HIST1H3A	-6.2332945	-2.10130512	-4.43195203	Autosome	Autosome
HIST1H3B	-6.20651015	-1.70807342	-3.85645613	Autosome	Autosome
HIST1H3C	-5.60847882	-0.04269778	-0.99281156	Autosome	Autosome
HIST1H3D	-6.18130111	-1.70860656	-3.77580667	Autosome	Autosome
HIST1H3E	-6.18381397	-2.26312981	-3.97901902	Autosome	Autosome
HIST1H3F	-5.94938382	-0.15888571	-1.09317757	Autosome	Autosome
HIST1H3G	-6.18797398	-1.73780396	-2.92770728	Autosome	Autosome
HIST1H3H	-6.14908396	-1.39604588	-4.62241952	Autosome	Autosome
HIST1H3I	-6.06831577	-0.80458633	-1.87933256	Autosome	Autosome
HIST1H3J	-5.92306991	-0.16077042	-1.10849706	Autosome	Autosome
HIST1H4C	-6.20877558	-2.07215909	-3.37391203	Autosome	Autosome
HIST1H4F	-6.13518403	-0.28387044	-1.23355172	Autosome	Autosome
HIST1H4G	-6.16685693	-0.33226219	-1.22989215	Autosome	Autosome
HIST1H4I	-6.16306137	-0.32207773	-1.2772672	Autosome	Autosome
HIST1H4J	-6.19142404	-0.34548674	-1.30739068	Autosome	Autosome
HIST1H4K	-6.18685994	-1.22143432	-4.34610459	Autosome	Autosome
HIST1H4L	-6.08538323	-0.25118019	-1.16844063	Autosome	Autosome
HIST2H2AB	-5.92808061	-0.15139153	-1.06106871	Autosome	Autosome
HIST2H2AC	-5.97541577	-0.18285732	-1.152903	Autosome	Autosome
HIST2H2BE	-6.05825664	-0.22407187	-1.16832388	Autosome	Autosome
HIST2H2BF	-6.18163825	-0.96559823	-2.39242544	Autosome	Autosome
HIST2H3PS2	-6.06407548	-0.23140202	-1.13884755	Autosome	Autosome
HIST3H2A	-6.05626602	-0.23759477	-1.16538393	Autosome	Autosome
HIST3H3	-6.24258566	-2.34263029	-4.52724243	Autosome	Autosome
HIST4H4	-6.14948417	-1.05537574	-5.1047236	Autosome	Autosome
HIVEP1	-1.33925623	-0.67009094	-1.00753523	Autosome	Autosome
HIVEP2	-0.77910697	-0.04188239	-0.33959413	Autosome	Autosome
HIVEP3	-1.96365926	-1.36522524	-1.62196164	Autosome	Autosome
HJURP	-5.8159316	-1.48736807	-2.17734542	Autosome	Autosome
HK1	-1.69052293	-0.96251698	-1.36048333	Autosome	Autosome
