gene	GO_BP_count	GO_BP_count_400_auc	GO_BP_count_400_auc_decile
HGNC:18518	38	2	8
HGNC:18519	0	0	1
HGNC:1852	0	0	1
HGNC:18521	55	0	1
HGNC:18522	55	0	1
HGNC:18523	55	0	1
HGNC:18524	94	1	5
HGNC:18525	0	0	1
HGNC:18527	1	0	1
HGNC:18531	0	0	1
HGNC:18532	0	0	1
HGNC:18533	29	0	1
HGNC:18536	32	2	8
HGNC:18537	99	1	5
HGNC:18538	33	2	8
HGNC:18539	110	3	9
HGNC:1854	26	3	9
HGNC:18540	21	0	1
HGNC:18541	113	1	5
HGNC:18547	28	1	5
HGNC:18549	56	2	8
HGNC:18550	62	0	1
HGNC:18551	0	0	1
HGNC:18553	15	0	1
HGNC:18554	25	1	5
HGNC:18555	27	1	5
HGNC:18559	54	1	5
HGNC:1856	89	2	8
HGNC:18561	42	2	8
HGNC:18562	79	2	8
HGNC:18563	35	0	1
HGNC:18565	0	0	1
HGNC:1857	122	3	9
HGNC:18572	1	0	1
HGNC:18576	64	2	8
HGNC:1858	24	1	5
HGNC:18581	12	1	5
HGNC:18582	46	1	5
HGNC:18583	18	1	5
HGNC:18584	49	2	8
HGNC:18585	7	0	1
HGNC:18586	17	1	5
HGNC:18587	58	4	10
HGNC:18588	0	0	1
HGNC:18589	1	0	1
HGNC:1859	46	1	5
HGNC:18590	53	2	8
HGNC:18591	21	1	5
HGNC:18592	87	0	1
HGNC:18593	49	0	1
HGNC:18594	68	1	5
HGNC:18595	66	1	5
HGNC:18596	30	0	1
HGNC:18597	50	0	1
HGNC:18598	23	1	5
HGNC:18599	40	2	8
HGNC:186	185	10	10
HGNC:18600	20	1	5
HGNC:18601	95	3	9
HGNC:18602	93	2	8
HGNC:18603	0	0	1
HGNC:18606	10	1	5
HGNC:18607	28	1	5
HGNC:18608	100	3	9
HGNC:18609	50	0	1
HGNC:18610	38	1	5
HGNC:18618	343	11	10
HGNC:18619	50	1	5
HGNC:1862	113	2	8
HGNC:18620	25	1	5
HGNC:18621	17	0	1
HGNC:18622	50	1	5
HGNC:18623	16	0	1
HGNC:18624	16	1	5
HGNC:18625	16	1	5
HGNC:18626	64	2	8
HGNC:18627	30	1	5
HGNC:18628	46	1	5
HGNC:18629	33	1	5
HGNC:1863	81	2	8
HGNC:18631	0	0	1
HGNC:18632	27	1	5
HGNC:18633	0	0	1
HGNC:18634	62	2	8
HGNC:18636	0	0	1
HGNC:18637	10	0	1
HGNC:18638	38	1	5
HGNC:18639	60	1	5
HGNC:1864	14	0	1
HGNC:18640	74	2	8
HGNC:18641	19	0	1
HGNC:18643	19	0	1
HGNC:18644	31	0	1
HGNC:18646	55	2	8
HGNC:18647	28	1	5
HGNC:18648	9	0	1
HGNC:18649	19	1	5
HGNC:1865	11	0	1
HGNC:18650	0	0	1
HGNC:18651	12	1	5
HGNC:18652	32	1	5
HGNC:18653	31	1	5
HGNC:18654	20	0	1
HGNC:18655	0	0	1
HGNC:18656	51	1	5
HGNC:18657	1	0	1
HGNC:18658	26	0	1
HGNC:1866	36	2	8
HGNC:18661	23	1	5
HGNC:18662	80	1	5
HGNC:18664	31	0	1
HGNC:18665	47	0	1
HGNC:18666	19	0	1
HGNC:18667	39	1	5
HGNC:18668	201	8	10
HGNC:18669	65	3	9
HGNC:18672	155	4	10
HGNC:18673	200	5	10
HGNC:18674	26	0	1
HGNC:18676	14	0	1
HGNC:18677	0	0	1
HGNC:1868	24	1	5
HGNC:18681	19	0	1
HGNC:18682	36	1	5
HGNC:18683	154	7	10
HGNC:18684	54	3	9
HGNC:18685	16	0	1
HGNC:18688	116	5	10
HGNC:1869	53	2	8
HGNC:18695	99	2	8
HGNC:18696	67	0	1
HGNC:18697	76	3	9
HGNC:18698	79	2	8
HGNC:18700	59	1	5
HGNC:18703	54	1	5
HGNC:18705	23	1	5
HGNC:18707	43	0	1
HGNC:18708	66	1	5
HGNC:18710	13	0	1
HGNC:18711	17	0	1
HGNC:18712	24	1	5
HGNC:18713	0	0	1
HGNC:18714	48	1	5
HGNC:18717	74	1	5
HGNC:18718	28	1	5
HGNC:18725	0	0	1
HGNC:18726	50	0	1
HGNC:18729	69	1	5
HGNC:1873	27	1	5
HGNC:18730	30	1	5
HGNC:18731	67	2	8
HGNC:18732	26	1	5
HGNC:18734	39	2	8
HGNC:18736	117	2	8
HGNC:18737	65	1	5
HGNC:18738	36	1	5
HGNC:1874	92	4	10
HGNC:18744	24	1	5
HGNC:18745	32	1	5
HGNC:18746	34	1	5
HGNC:18747	19	1	5
HGNC:18748	4	1	5
HGNC:18749	17	0	1
HGNC:1875	49	0	1
HGNC:18750	59	2	8
HGNC:18751	60	0	1
HGNC:18752	84	2	8
HGNC:18753	42	1	5
HGNC:18754	42	1	5
HGNC:18755	26	0	1
HGNC:18756	36	1	5
HGNC:18757	51	2	8
HGNC:18758	145	4	10
HGNC:1876	190	6	10
HGNC:18760	0	0	1
HGNC:18761	16	1	5
HGNC:18762	16	1	5
HGNC:18777	0	0	1
HGNC:18779	66	1	5
HGNC:18782	6	0	1
HGNC:18785	21	1	5
HGNC:18788	113	4	10
HGNC:18789	7	0	1
HGNC:18790	84	0	1
HGNC:18791	73	1	5
HGNC:18794	4	0	1
HGNC:18795	103	1	5
HGNC:18797	22	0	1
HGNC:18798	35	1	5
HGNC:18799	42	1	5
HGNC:188	121	2	8
HGNC:18800	48	0	1
HGNC:18801	82	2	8
HGNC:18802	11	0	1
HGNC:18803	11	0	1
HGNC:18806	103	2	8
HGNC:18807	70	2	8
HGNC:18808	10	0	1
HGNC:18809	25	1	5
HGNC:18810	44	1	5
HGNC:18811	24	0	1
HGNC:18816	48	1	5
HGNC:18817	23	2	8
HGNC:18818	65	1	5
HGNC:18821	25	1	5
HGNC:18823	75	1	5
HGNC:18824	65	1	5
HGNC:18825	58	1	5
HGNC:18826	58	2	8
HGNC:18827	38	1	5
HGNC:18828	17	1	5
HGNC:18829	48	1	5
HGNC:18830	50	0	1
HGNC:18831	77	2	8
HGNC:18832	50	0	1
HGNC:18838	100	3	9
HGNC:18839	39	0	1
HGNC:1884	134	5	10
HGNC:1885	136	6	10
HGNC:18854	89	2	8
HGNC:18855	85	1	5
HGNC:18856	153	3	9
HGNC:18857	36	2	8
HGNC:18858	30	1	5
HGNC:18859	213	10	10
HGNC:1886	24	2	8
HGNC:18860	69	1	5
HGNC:18861	26	0	1
HGNC:18862	29	0	1
HGNC:18863	22	0	1
HGNC:18864	22	0	1
HGNC:18865	12	0	1
HGNC:18866	14	0	1
HGNC:18867	22	1	5
HGNC:18868	4	0	1
HGNC:18869	37	2	8
HGNC:18870	32	1	5
HGNC:18871	11	0	1
HGNC:18873	67	3	9
HGNC:18874	92	3	9
HGNC:18875	21	1	5
HGNC:18877	21	1	5
HGNC:1888	66	1	5
HGNC:18882	21	1	5
HGNC:18883	16	1	5
HGNC:18884	22	1	5
HGNC:18885	21	1	5
HGNC:18886	21	1	5
HGNC:18888	16	1	5
HGNC:18889	45	1	5
HGNC:18890	0	0	1
HGNC:18891	0	0	1
HGNC:18893	31	1	5
HGNC:18894	98	2	8
HGNC:18896	0	0	1
HGNC:18898	3	0	1
HGNC:18899	3	0	1
HGNC:189	19	0	1
HGNC:18900	0	0	1
HGNC:18901	62	1	5
HGNC:18902	0	0	1
HGNC:18904	0	0	1
HGNC:18905	0	0	1
HGNC:18906	0	0	1
HGNC:18907	0	0	1
HGNC:18908	3	0	1
HGNC:18909	0	0	1
HGNC:18910	13	0	1
HGNC:18911	0	0	1
HGNC:18912	13	0	1
HGNC:18914	0	0	1
HGNC:18915	0	0	1
HGNC:18916	0	0	1
HGNC:18917	0	0	1
HGNC:18921	13	0	1
HGNC:18922	0	0	1
HGNC:18923	0	0	1
HGNC:18924	0	0	1
HGNC:18925	0	0	1
HGNC:18926	0	0	1
HGNC:18927	0	0	1
HGNC:18928	0	0	1
HGNC:18931	13	0	1
HGNC:18932	13	0	1
HGNC:18933	13	0	1
HGNC:18934	0	0	1
HGNC:18935	0	0	1
HGNC:18936	0	0	1
HGNC:18937	0	0	1
HGNC:18938	0	0	1
HGNC:18939	0	0	1
HGNC:18940	0	0	1
HGNC:18941	0	0	1
HGNC:18942	0	0	1
HGNC:18943	0	0	1
HGNC:18944	0	0	1
HGNC:18945	9	0	1
HGNC:18946	0	0	1
HGNC:18947	0	0	1
HGNC:18955	96	2	8
HGNC:18956	50	2	8
HGNC:18957	143	3	9
HGNC:18958	49	2	8
HGNC:18961	33	0	1
HGNC:18966	21	0	1
HGNC:18967	80	2	8
HGNC:18969	153	3	9
HGNC:18971	22	0	1
HGNC:18981	22	1	5
HGNC:18983	113	1	5
HGNC:18984	67	1	5
HGNC:18985	17	0	1
HGNC:18986	65	3	9
HGNC:18987	17	2	8
HGNC:18988	115	2	8
HGNC:18989	12	1	5
HGNC:18990	82	2	8
HGNC:18994	117	3	9
HGNC:18996	71	2	8
HGNC:18997	19	0	1
HGNC:18999	100	2	8
HGNC:19	56	1	5
HGNC:190	45	1	5
HGNC:19000	12	0	1
HGNC:19002	65	2	8
HGNC:19003	85	2	8
HGNC:19005	42	1	5
HGNC:19006	95	4	10
HGNC:19007	41	1	5
HGNC:19008	0	0	1
HGNC:19009	12	1	5
HGNC:19010	12	1	5
HGNC:19011	12	1	5
HGNC:19012	44	2	8
HGNC:19013	83	1	5
HGNC:19014	0	0	1
HGNC:19015	36	0	1
HGNC:19016	122	1	5
HGNC:19017	18	0	1
HGNC:19018	78	1	5
HGNC:19019	87	3	9
HGNC:19020	18	0	1
HGNC:19021	36	0	1
HGNC:19022	1	0	1
HGNC:19023	36	0	1
HGNC:19024	100	0	1
HGNC:19026	79	1	5
HGNC:19027	99	4	10
HGNC:19028	94	1	5
HGNC:19030	79	3	9
HGNC:19032	0	0	1
HGNC:19034	43	1	5
HGNC:19035	55	2	8
HGNC:19036	33	1	5
HGNC:19037	33	1	5
HGNC:19038	45	0	1
HGNC:19039	19	0	1
HGNC:19041	24	0	1
HGNC:19042	97	5	10
HGNC:19044	37	2	8
HGNC:19046	9	0	1
HGNC:19048	96	4	10
HGNC:19055	84	3	9
HGNC:19056	17	1	5
HGNC:19057	77	1	5
HGNC:19061	129	3	9
HGNC:19066	66	1	5
HGNC:19068	0	0	1
HGNC:1907	51	2	8
HGNC:19070	135	1	5
HGNC:19071	0	0	1
HGNC:19072	40	0	1
HGNC:19074	115	2	8
HGNC:19075	40	0	1
HGNC:19076	0	0	1
HGNC:19077	39	0	1
HGNC:19079	19	0	1
HGNC:1908	64	3	9
HGNC:19080	24	0	1
HGNC:19081	80	2	8
HGNC:19082	24	0	1
HGNC:19083	97	1	5
HGNC:19084	34	2	8
HGNC:19085	87	3	9
HGNC:19086	33	1	5
HGNC:19087	65	1	5
HGNC:19088	133	5	10
HGNC:19089	52	1	5
HGNC:1909	16	1	5
HGNC:19090	81	1	5
HGNC:19092	19	1	5
HGNC:19093	19	1	5
HGNC:19094	131	5	10
HGNC:19095	0	0	1
HGNC:19096	19	1	5
HGNC:19097	104	0	1
HGNC:19098	55	2	8
HGNC:1910	38	1	5
HGNC:19100	149	6	10
HGNC:19102	124	2	8
HGNC:19104	79	3	9
HGNC:19108	16	1	5
HGNC:19109	21	1	5
HGNC:1911	38	1	5
HGNC:19112	21	1	5
HGNC:19113	21	1	5
HGNC:19117	39	2	8
HGNC:19118	123	2	8
HGNC:19119	46	3	9
HGNC:1912	31	1	5
HGNC:19123	19	0	1
HGNC:19124	19	0	1
HGNC:19125	39	2	8
HGNC:19127	10	0	1
HGNC:19129	26	1	5
HGNC:1913	35	3	9
HGNC:19134	19	0	1
HGNC:19136	0	0	1
HGNC:19137	53	2	8
HGNC:19138	1	0	1
HGNC:19139	23	0	1
HGNC:1914	4	0	1
HGNC:19140	129	4	10
HGNC:19141	83	3	9
HGNC:19143	29	0	1
HGNC:19147	37	0	1
HGNC:1915	15	1	5
HGNC:19152	41	1	5
HGNC:19154	20	0	1
HGNC:19155	9	0	1
HGNC:19156	52	0	1
HGNC:19157	72	3	9
HGNC:19158	62	1	5
HGNC:19159	73	1	5
HGNC:1916	27	1	5
HGNC:19160	61	1	5
HGNC:19162	14	0	1
HGNC:19164	59	1	5
HGNC:19165	61	1	5
HGNC:19166	62	1	5
HGNC:19167	27	0	1
HGNC:19168	17	0	1
HGNC:19169	11	1	5
HGNC:1917	14	0	1
HGNC:19172	15	0	1
HGNC:19173	15	0	1
HGNC:19174	39	0	1
HGNC:19175	0	0	1
HGNC:19176	26	0	1
HGNC:19177	21	0	1
HGNC:19178	32	1	5
HGNC:19179	21	0	1
HGNC:1918	76	1	5
HGNC:19180	0	0	1
HGNC:19181	168	7	10
HGNC:19182	136	0	1
HGNC:19183	38	0	1
HGNC:19184	4	0	1
HGNC:19185	30	0	1
HGNC:19189	14	1	5
HGNC:1919	20	0	1
HGNC:19190	133	5	10
HGNC:19191	74	2	8
HGNC:19192	47	2	8
HGNC:19193	38	1	5
HGNC:19194	18	2	8
HGNC:19195	42	1	5
HGNC:19196	58	0	1
HGNC:19197	6	0	1
HGNC:19199	43	0	1
HGNC:19200	9	0	1
HGNC:19201	10	0	1
HGNC:19205	44	1	5
HGNC:19213	46	1	5
HGNC:19214	29	0	1
HGNC:19215	0	0	1
HGNC:19216	44	1	5
HGNC:19217	61	2	8
HGNC:19218	52	3	9
HGNC:19221	27	0	1
HGNC:19222	27	0	1
HGNC:19223	0	0	1
HGNC:19225	27	1	5
HGNC:19231	32	1	5
HGNC:19232	89	1	5
HGNC:19233	23	0	1
HGNC:19234	75	3	9
HGNC:19235	123	4	10
HGNC:19236	10	0	1
HGNC:19237	26	0	1
HGNC:19238	31	1	5
HGNC:19239	116	4	10
HGNC:19241	12	1	5
HGNC:19245	62	2	8
HGNC:19246	134	2	8
HGNC:19248	18	0	1
HGNC:1925	162	2	8
HGNC:19253	34	1	5
HGNC:19254	105	2	8
HGNC:19255	0	0	1
HGNC:19256	16	0	1
HGNC:19260	30	2	8
HGNC:19261	20	0	1
HGNC:19262	40	1	5
HGNC:19263	23	1	5
HGNC:19264	46	1	5
HGNC:19265	64	0	1
HGNC:19266	46	0	1
HGNC:19267	39	2	8
HGNC:19268	84	2	8
HGNC:19269	14	0	1
HGNC:19274	94	3	9
HGNC:19275	31	2	8
HGNC:19277	28	0	1
HGNC:19278	28	0	1
HGNC:1928	88	2	8
HGNC:19280	29	2	8
HGNC:19285	49	1	5
HGNC:19286	83	1	5
HGNC:19287	24	0	1
HGNC:19288	62	2	8
HGNC:1929	104	3	9
HGNC:19290	0	0	1
HGNC:19291	28	1	5
HGNC:19293	44	2	8
HGNC:19295	20	1	5
HGNC:19296	86	2	8
HGNC:19297	85	2	8
HGNC:19299	47	3	9
HGNC:193	91	4	10
HGNC:1930	10	0	1
HGNC:19300	40	1	5
HGNC:19304	75	1	5
HGNC:19305	29	0	1
HGNC:19306	27	1	5
HGNC:19307	42	2	8
HGNC:19308	26	2	8
HGNC:19309	127	7	10
HGNC:19310	91	0	1
HGNC:19311	64	0	1
HGNC:19312	83	2	8
HGNC:19315	85	0	1
HGNC:19316	93	3	9
HGNC:19317	24	1	5
HGNC:19318	25	1	5
HGNC:19319	151	5	10
HGNC:1932	125	3	9
HGNC:19320	5	0	1
HGNC:19321	95	2	8
HGNC:19322	76	2	8
HGNC:19323	10	0	1
HGNC:1933	13	0	1
HGNC:19331	11	0	1
HGNC:19334	19	0	1
HGNC:19336	41	1	5
HGNC:19338	60	0	1
HGNC:19339	67	2	8
HGNC:19341	141	2	8
HGNC:19342	31	0	1
HGNC:19343	34	1	5
HGNC:19344	39	1	5
HGNC:19347	150	2	8
HGNC:19348	28	0	1
HGNC:19349	4	0	1
HGNC:1935	1	0	1
HGNC:19350	24	1	5
HGNC:19351	34	0	1
HGNC:19353	233	6	10
HGNC:19354	79	1	5
HGNC:19355	129	3	9
HGNC:19356	22	0	1
HGNC:19357	101	4	10
HGNC:19358	25	0	1
HGNC:19359	10	0	1
HGNC:1936	23	0	1
HGNC:19360	62	1	5
HGNC:19364	99	0	1
HGNC:19365	33	1	5
HGNC:19366	33	1	5
HGNC:19367	19	1	5
HGNC:19368	32	1	5
HGNC:19369	101	1	5
HGNC:1937	29	2	8
HGNC:19371	0	0	1
HGNC:19372	11	0	1
HGNC:19373	2	0	1
HGNC:19375	60	2	8
HGNC:1938	27	1	5
HGNC:19382	115	4	10
HGNC:19383	173	6	10
HGNC:19388	202	6	10
HGNC:1939	65	2	8
HGNC:19391	140	5	10
HGNC:19392	105	4	10
HGNC:19398	55	0	1
HGNC:19399	0	0	1
HGNC:19401	0	0	1
HGNC:19404	14	0	1
HGNC:19405	16	0	1
HGNC:19408	68	0	1
HGNC:19409	68	0	1
HGNC:1941	48	2	8
HGNC:19410	52	0	1
HGNC:19411	0	0	1
HGNC:19412	39	1	5
HGNC:19414	41	2	8
HGNC:19417	66	1	5
HGNC:19419	32	1	5
HGNC:19420	10	0	1
HGNC:19421	106	2	8
HGNC:19422	111	1	5
HGNC:19423	131	3	9
HGNC:19425	23	1	5
HGNC:19426	33	1	5
HGNC:19429	33	1	5
HGNC:1943	67	2	8
HGNC:19431	16	0	1
HGNC:19437	58	1	5
HGNC:19439	20	0	1
HGNC:1944	23	1	5
HGNC:19440	65	2	8
HGNC:19441	78	2	8
HGNC:1949	72	3	9
HGNC:195	193	9	10
HGNC:1950	82	2	8
HGNC:1951	67	2	8
HGNC:1952	73	2	8
HGNC:1953	33	1	5
HGNC:1954	59	2	8
HGNC:1955	45	1	5
HGNC:1956	29	0	1
HGNC:19562	22	1	5
HGNC:19569	22	1	5
HGNC:1957	149	2	8
HGNC:19573	22	1	5
HGNC:19574	22	1	5
HGNC:19575	22	1	5
HGNC:19576	22	1	5
HGNC:19578	22	1	5
HGNC:1958	71	1	5
HGNC:19580	22	1	5
HGNC:19583	22	1	5
HGNC:1959	46	0	1
HGNC:19592	22	1	5
HGNC:19594	22	1	5
HGNC:19597	22	1	5
HGNC:19599	22	1	5
HGNC:196	27	2	8
HGNC:1960	192	3	9
HGNC:19600	22	1	5
HGNC:19607	22	1	5
HGNC:1961	42	1	5
HGNC:19611	22	1	5
HGNC:19612	22	1	5
HGNC:19616	22	1	5
HGNC:1962	138	3	9
HGNC:19620	38	1	5
HGNC:19622	22	1	5
HGNC:19627	22	1	5
HGNC:19628	22	1	5
HGNC:1963	45	0	1
HGNC:19632	22	1	5
HGNC:1964	52	1	5
HGNC:1965	39	1	5
HGNC:19650	26	1	5
HGNC:19651	41	0	1
HGNC:19656	81	3	9
HGNC:19657	12	0	1
HGNC:19658	12	0	1
HGNC:19659	16	1	5
HGNC:1966	31	1	5
HGNC:19660	14	1	5
HGNC:19661	32	1	5
HGNC:19662	14	0	1
HGNC:19663	11	1	5
HGNC:19664	23	1	5
HGNC:19665	63	1	5
HGNC:19666	35	2	8
HGNC:19667	0	0	1
HGNC:1967	29	1	5
HGNC:19677	24	1	5
HGNC:19678	97	3	9
HGNC:19679	54	0	1
HGNC:1968	47	1	5
HGNC:19680	48	1	5
HGNC:19681	55	2	8
HGNC:19682	49	1	5
HGNC:19683	112	3	9
HGNC:19684	95	3	9
HGNC:19685	27	0	1
HGNC:19686	20	0	1
HGNC:19687	206	6	10
HGNC:19688	8	2	8
HGNC:19689	80	2	8
HGNC:1969	22	0	1
HGNC:19691	18	0	1
HGNC:19692	27	1	5
HGNC:19693	10	0	1
HGNC:19694	101	2	8
HGNC:19695	69	1	5
HGNC:19696	30	2	8
HGNC:19697	26	0	1
HGNC:19698	26	0	1
HGNC:19699	163	4	10
HGNC:197	39	2	8
HGNC:1970	49	1	5
HGNC:19700	20	1	5
HGNC:19702	23	1	5
HGNC:19703	57	2	8
HGNC:19705	0	0	1
HGNC:19706	26	0	1
HGNC:19708	14	1	5
HGNC:1971	20	0	1
HGNC:19710	7	0	1
HGNC:19711	61	0	1
HGNC:19712	11	0	1
HGNC:19714	28	0	1
HGNC:19715	81	2	8
HGNC:19716	0	0	1
HGNC:19717	35	1	5
HGNC:19718	39	3	9
HGNC:19719	77	2	8
HGNC:1972	56	1	5
HGNC:19721	40	0	1
HGNC:1973	23	0	1
HGNC:19731	0	0	1
HGNC:19733	21	0	1
HGNC:19735	50	2	8
HGNC:19736	9	1	5
HGNC:19737	70	2	8
HGNC:19739	0	0	1
HGNC:1974	131	5	10
HGNC:19740	0	0	1
HGNC:19741	0	0	1
HGNC:19742	18	0	1
HGNC:19743	50	0	1
HGNC:19744	32	1	5
HGNC:19745	66	3	9
HGNC:19747	11	0	1
HGNC:19748	36	0	1
HGNC:1975	71	1	5
HGNC:19750	42	1	5
HGNC:19752	0	0	1
HGNC:19753	14	0	1
HGNC:19754	14	0	1
HGNC:1976	97	3	9
HGNC:19760	33	1	5
HGNC:19761	16	0	1
HGNC:19762	135	7	10
HGNC:19764	190	7	10
HGNC:19765	27	0	1
HGNC:19766	27	0	1
HGNC:19767	27	0	1
HGNC:19768	27	0	1
HGNC:19769	27	0	1
HGNC:1977	68	0	1
HGNC:19770	27	0	1
HGNC:198	44	2	8
HGNC:1980	41	1	5
HGNC:19818	49	2	8
HGNC:19819	100	3	9
HGNC:1982	106	2	8
HGNC:19824	55	1	5
HGNC:19825	91	2	8
HGNC:19826	41	2	8
HGNC:19829	0	0	1
HGNC:1983	53	1	5
HGNC:19832	34	0	1
HGNC:19833	53	1	5
HGNC:19834	0	0	1
HGNC:19835	15	1	5
HGNC:19836	18	0	1
HGNC:19837	19	0	1
HGNC:19839	29	0	1
HGNC:1984	59	2	8
HGNC:19840	0	0	1
HGNC:19841	31	0	1
HGNC:19844	17	1	5
HGNC:19845	6	0	1
HGNC:19846	0	0	1
HGNC:19847	0	0	1
HGNC:19848	0	0	1
HGNC:19849	82	2	8
HGNC:1985	83	5	10
HGNC:19853	78	1	5
HGNC:19854	7	0	1
HGNC:19855	12	1	5
HGNC:19856	30	0	1
HGNC:19857	15	0	1
HGNC:19858	19	0	1
HGNC:19859	0	0	1
HGNC:19860	0	0	2
HGNC:19861	28	1	5
HGNC:19863	13	1	5
HGNC:19864	71	2	8
HGNC:19866	77	2	8
HGNC:19868	35	0	2
HGNC:19869	10	1	5
HGNC:1987	204	9	10
HGNC:19871	13	1	5
HGNC:19872	13	1	5
HGNC:19873	23	0	2
HGNC:19874	95	3	9
HGNC:19875	56	2	8
HGNC:19876	98	4	10
HGNC:19877	23	0	2
HGNC:19880	137	2	8
HGNC:19881	4	1	5
HGNC:19883	96	3	9
HGNC:19884	46	2	8
HGNC:19885	28	1	5
HGNC:19888	57	1	5
HGNC:19889	106	3	9
HGNC:1989	10	0	2
HGNC:19891	85	2	8
HGNC:19893	12	1	5
HGNC:19894	9	0	2
HGNC:19895	73	2	8
HGNC:19897	11	1	5
HGNC:19898	23	0	2
HGNC:19899	87	3	9
HGNC:199	23	1	5
HGNC:1990	88	2	8
HGNC:19902	87	2	8
HGNC:19903	56	1	5
HGNC:19904	65	1	5
HGNC:19905	17	1	5
HGNC:19907	31	0	2
HGNC:19909	18	0	2
HGNC:1991	38	1	5
HGNC:19910	40	1	5
HGNC:19911	29	1	5
HGNC:19916	30	1	5
HGNC:19918	41	0	2
HGNC:19919	24	1	5
HGNC:19920	0	0	2
HGNC:1994	15	1	5
HGNC:19940	122	1	5
HGNC:19941	6	0	2
HGNC:19942	9	0	2
HGNC:19943	33	2	8
HGNC:19946	46	2	8
HGNC:19949	21	1	5
HGNC:1995	19	1	5
HGNC:19950	16	0	2
HGNC:19952	17	2	8
HGNC:19953	25	2	8
HGNC:19954	22	3	9
HGNC:19956	8	0	2
HGNC:19957	27	1	5
HGNC:19958	18	0	2
HGNC:19959	38	2	8
HGNC:1996	22	2	8
HGNC:19960	29	1	5
HGNC:19961	15	0	2
HGNC:19962	101	2	8
HGNC:19963	29	1	5
HGNC:19964	70	2	8
HGNC:19965	1	0	2
HGNC:19966	0	0	2
HGNC:19967	87	1	5
HGNC:19968	12	0	2
HGNC:19970	67	1	5
HGNC:19971	59	0	2
HGNC:19972	35	2	8
HGNC:19973	10	0	2
HGNC:19974	29	0	2
HGNC:19975	70	4	10
HGNC:19977	27	1	5
HGNC:19978	34	2	8
HGNC:19979	17	1	5
HGNC:19980	25	0	2
HGNC:19982	33	1	5
HGNC:19983	56	3	9
HGNC:19985	88	1	5
HGNC:19986	46	1	5
HGNC:19987	86	2	8
HGNC:19988	53	2	8
HGNC:19989	108	3	9
HGNC:19990	58	2	8
HGNC:19991	11	1	5
HGNC:19992	39	1	5
HGNC:19995	11	1	5
HGNC:19997	11	1	5
HGNC:19998	23	1	5
HGNC:20	80	1	5
HGNC:200	23	1	5
HGNC:2000	106	2	8
HGNC:20001	150	6	10
HGNC:2001	254	7	10
HGNC:20038	21	1	5
HGNC:20039	21	0	2
HGNC:20040	34	0	2
HGNC:20041	50	0	2
HGNC:20043	60	2	8
HGNC:20044	27	1	5
HGNC:20045	27	1	5
HGNC:20059	105	4	10
HGNC:20060	29	0	2
HGNC:20061	29	0	2
HGNC:20062	114	3	9
HGNC:20063	51	1	5
HGNC:20064	77	3	9
HGNC:20065	50	1	5
HGNC:20066	52	0	2
HGNC:20067	29	0	2
HGNC:20068	53	1	5
HGNC:20069	31	0	2
HGNC:20070	29	0	2
HGNC:20071	38	2	8
HGNC:20072	52	1	5
HGNC:20073	34	0	2
HGNC:20074	54	1	5
HGNC:20075	52	0	2
HGNC:20076	157	4	10
HGNC:20078	47	0	2
HGNC:20079	85	4	10
HGNC:20080	60	1	5
HGNC:20081	21	1	5
HGNC:20082	21	1	5
HGNC:20084	85	2	8
HGNC:20085	0	0	2
HGNC:20086	0	0	2
HGNC:20087	101	3	9
HGNC:20088	11	1	5
HGNC:20090	79	1	5
HGNC:20091	32	1	5
HGNC:20092	101	2	8
HGNC:20093	33	1	5
HGNC:20096	46	2	8
HGNC:20097	25	2	8
HGNC:20099	82	1	5
HGNC:201	39	2	8
HGNC:20100	0	0	2
HGNC:20101	0	0	2
HGNC:20105	11	0	2
HGNC:20106	42	1	5
HGNC:20113	21	1	5
HGNC:20115	14	1	5
HGNC:20116	14	1	5
HGNC:20120	14	0	2
HGNC:20122	53	1	5
HGNC:20123	15	0	2
HGNC:20125	28	0	2
HGNC:20126	8	0	2
HGNC:20127	21	0	2
HGNC:2013	51	2	8
HGNC:20130	8	0	2
HGNC:20134	25	0	2
HGNC:20137	0	0	2
HGNC:2014	41	1	5
HGNC:20141	35	1	5
HGNC:20144	69	1	5
HGNC:20146	0	0	2
HGNC:20147	40	1	5
HGNC:20148	0	0	2
HGNC:20149	13	0	2
HGNC:2015	27	0	2
HGNC:20150	57	3	9
HGNC:20151	42	2	8
HGNC:20152	73	1	5
HGNC:20153	132	2	8
HGNC:20154	26	1	5
HGNC:20155	65	0	2
HGNC:20156	69	1	5
HGNC:20157	108	4	10
HGNC:2016	19	1	5
HGNC:20161	50	0	2
HGNC:20162	19	0	2
HGNC:20163	14	1	5
HGNC:20164	50	0	2
HGNC:20165	17	0	2
HGNC:20166	15	0	2
HGNC:20173	3	0	2
HGNC:20174	35	3	9
HGNC:20175	37	0	2
HGNC:20178	66	1	5
HGNC:2018	17	0	2
HGNC:20182	9	0	2
HGNC:20184	35	1	5
HGNC:20185	0	0	2
HGNC:20186	116	3	9
HGNC:20187	26	2	8
HGNC:20188	38	1	5
HGNC:20189	0	0	2
HGNC:2019	27	2	8
HGNC:20190	4	1	5
HGNC:20192	19	0	2
HGNC:20193	26	1	5
HGNC:20194	30	0	2
HGNC:20197	54	1	5
HGNC:202	27	1	5
HGNC:2020	49	2	8
HGNC:20201	0	0	2
HGNC:20202	32	0	2
HGNC:20203	73	1	5
HGNC:20207	25	0	2
HGNC:20208	9	0	2
